CUE, TARGET, NORMED?, #G, #P, FSG, BSG, MSG, OSG, #M, MMIAS, #O, OMIAS, QSS, QFR, QCON, QH, QPS, QMC, QPR, QRSG, QUC, TSS, TFR, TCON, TH, TPS, TMC, TPR, TRSG, TUC
CANAL, WATER, YES, 184, 46, .250, 0.000, .0440, .0003, 6, 3, 1.0, 0, 18, 3, 5.73, , N, 1.53, .13, .003, 1, 18, 442, 6.27, , N, 2.00, .94, .146, 1
CANAL, PANAMA, NO, 184, 22, .120, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 3, 5.73, , N, 1.53, .13, .003, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CANAL, RIVER, YES, 184, 21, .114, 0.000, .0130, .0258, 3, 3, 4.0, 2, 18, 3, 5.73, , N, 1.53, .13, .003, 1, 20, 165, 5.83, , N, 2.29, .35, .080, 1
CANAL, ERIE, NO, 184, 13, .071, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 3, 5.73, , N, 1.53, .13, .003, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CANAL, BOAT, YES, 184, 12, .065, 0.000, .0060, .0905, 2, 3, 1.0, 1, 18, 3, 5.73, , N, 1.53, .13, .003, 1, 16, 72, 6.33, , N, 1.62, .63, .201, 1
CANAL, ROOT, YES, 184, 6, .033, .094, 0.0000, 0.0000, 0, 3, 0.0, 0, 18, 3, 5.73, , N, 1.53, .13, .003, 1, 10, 30, 5.54, N, N, .70, .20, .006, 1
CANAL, LAKE, YES, 184, 4, .022, 0.000, .0170, .0788, 4, 3, 4.0, 0, 18, 3, 5.73, , N, 1.53, .13, .003, 1, 15, 54, 5.70, , N, 2.50, .43, .052, 1
CANAL, STREAM, YES, 184, 3, .016, 0.000, .0140, .1159, 3, 3, 4.0, 1, 18, 3, 5.73, , N, 1.53, .13, .003, 1, 10, 51, 6.24, , N, 2.60, .50, .077, 1
CANAL, ZONE, YES, 184, 3, .016, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 18, 3, 5.73, , N, 1.53, .13, .003, 1, 20, 11, 3.88, , N, .89, .11, .025, 1
CANAL, BIRTH, YES, 184, 2, .011, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 18, 3, 5.73, , N, 1.53, .13, .003, 1, 13, 66, 4.67, , N, .75, .17, .009, 1
CANAL, CREEK, YES, 184, 2, .011, 0.000, .0010, .0772, 1, 3, 4.0, 3, 18, 3, 5.73, , N, 1.53, .13, .003, 1, 13, 14, 5.95, , N, 2.69, .15, .006, 1
CANAL, DIRTY, YES, 184, 2, .011, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 18, 3, 5.73, , N, 1.53, .13, .003, 1, 15, 36, 4.08, , AJ, .64, .36, .239, 1
CANAL, DITCH, YES, 184, 2, .011, .031, 0.0000, .0103, 0, 3, 1.0, 1, 18, 3, 5.73, , N, 1.53, .13, .003, 1, 14, 10, 5.28, , N, 1.54, .31, .024, 1
CANAL, DOG, YES, 184, 2, .011, 0.000, 0.0000, .0002, 1, 3, 1.0, 0, 18, 3, 5.73, , N, 1.53, .13, .003, 1, 5, 75, 5.75, , N, .40, .80, .437, 1
CANAL, HOUSE, YES, 184, 2, .011, 0.000, 0.0000, .0013, 2, 3, 2.0, 1, 18, 3, 5.73, , N, 1.53, .13, .003, 1, 13, 591, 6.21, , N, 1.00, .85, .223, 1
CANAL, STREET, YES, 184, 2, .011, 0.000, 0.0000, .0001, 0, 3, 1.0, 1, 18, 3, 5.73, , N, 1.53, .13, .003, 1, 15, 244, 5.84, , N, 1.87, .67, .200, 1
CANAL, SUEZ, NO, 184, 2, .011, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 3, 5.73, , N, 1.53, .13, .003, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CANAL, TOOTH, YES, 184, 2, .011, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 18, 3, 5.73, , N, 1.53, .13, .003, 1, 14, 20, 6.15, , N, .50, .43, .105, 1
CANARY, BIRD, YES, 130, 90, .692, .030, .0030, .0012, 2, 0, 2.0, 1, 4, 0, 5.56, , N, 1.50, .25, .021, 1, 23, 31, 5.77, , N, 1.45, .68, .198, 1
CANARY, YELLOW, YES, 130, 14, .111, 0.000, 0.0000, .0187, 0, 0, 1.0, 1, 4, 0, 5.56, , N, 1.50, .25, .021, 1, 20, 55, 5.18, N, N, 2.21, .58, .043, 1
CANARY, SING, YES, 130, 4, .032, 0.000, .0250, .0073, 2, 0, 1.0, 0, 4, 0, 5.56, , N, 1.50, .25, .021, 1, 17, 34, 4.12, , V, 2.69, .50, .182, 1
CANARY, SONG, YES, 130, 2, .016, 0.000, .0250, .0280, 2, 0, 2.0, 0, 4, 0, 5.56, , N, 1.50, .25, .021, 1, 16, 70, 5.04, , N, 1.57, .57, .163, 1
CANCER, DEATH, YES, 148, 43, .291, 0.000, .0110, .0058, 4, 0, 1.0, 0, 13, 25, 5.93, , N, 2.00, .46, .020, 1, 15, 277, 3.86, , N, 1.85, .69, .170, 1
CANCER, DISEASE, YES, 148, 34, .230, .035, .0020, .0294, 3, 0, 2.0, 1, 13, 25, 5.93, , N, 2.00, .46, .020, 1, 12, 53, 5.63, , N, 1.64, .46, .067, 1
CANCER, SICK, YES, 148, 16, .108, 0.000, .0880, .0086, 6, 0, 2.0, 0, 13, 25, 5.93, , N, 2.00, .46, .020, 1, 13, 51, 3.89, , AJ, 2.23, .92, .390, 1
CANCER, DIE, YES, 148, 11, .074, 0.000, .0250, .0330, 3, 0, 2.0, 0, 13, 25, 5.93, , N, 2.00, .46, .020, 1, 21, 73, 3.54, N, V, 2.79, .42, .153, 1
CANCER, HOSPITAL, YES, 148, 4, .027, 0.000, .0110, .0417, 3, 0, 4.0, 2, 13, 25, 5.93, , N, 2.00, .46, .020, 1, 17, 110, 6.80, , N, 1.76, .41, .039, 1
CANCER, PATIENT, YES, 148, 4, .027, 0.000, 0.0000, .0082, 1, 0, 2.0, 1, 13, 25, 5.93, , N, 2.00, .46, .020, 1, 10, 86, 5.11, P, AJ, 1.40, .40, .016, 1
CANCER, ILL, YES, 148, 3, .020, 0.000, .0400, .0890, 3, 0, 1.0, 0, 13, 25, 5.93, , N, 2.00, .46, .020, 1, 6, 39, 3.49, , AJ, 1.83, .50, .294, 1
CANCER, KILL, YES, 148, 3, .020, 0.000, .0020, .0149, 1, 0, 2.0, 1, 13, 25, 5.93, , N, 2.00, .46, .020, 1, 19, 63, 3.77, , V, 2.06, .47, .200, 1
CANCER, LUNG, YES, 148, 3, .020, .150, 0.0000, .0044, 0, 0, 2.0, 2, 13, 25, 5.93, , N, 2.00, .46, .020, 1, 11, 16, 5.65, , N, 1.82, .27, .027, 1
CANCER, SMOKE, YES, 148, 3, .020, .031, .0010, 0.0000, 1, 0, 0.0, 0, 13, 25, 5.93, , N, 2.00, .46, .020, 1, 11, 41, 5.16, , N, .73, .64, .162, 1
CANCER, TUMOR, YES, 148, 3, .020, .351, 0.0000, .0249, 0, 0, 5.0, 5, 13, 25, 5.93, , N, 2.00, .46, .020, 1, 17, 17, ¥, , N, 1.86, .21, .011, 1
CANCER, BREAST, YES, 148, 2, .014, .028, 0.0000, 0.0000, 0, 0, 0.0, 0, 13, 25, 5.93, , N, 2.00, .46, .020, 1, 20, 11, 6.80, , N, 1.81, .25, .009, 0
CANCER, CURE, YES, 148, 2, .014, .035, .0140, .0344, 1, 0, 3.0, 2, 13, 25, 5.93, , N, 2.00, .46, .020, 1, 15, 28, 3.54, , N, 2.71, .43, .039, 1
CANDIDATE, PRESIDENT, YES, 146, 33, .226, 0.000, .0780, .0033, 6, 5, 2.0, 0, 17, 34, 5.53, , N, 2.50, .33, .013, 1, 19, 382, 5.40, , N, 1.38, .46, .051, 0
CANDIDATE, ELECTION, YES, 146, 23, .158, .079, .0070, .0646, 3, 5, 5.0, 2, 17, 34, 5.53, , N, 2.50, .33, .013, 1, 12, 77, 4.05, , N, 1.92, .33, .057, 1
CANDIDATE, POLITICS, YES, 146, 13, .089, 0.000, .0100, .0580, 6, 5, 3.0, 1, 17, 34, 5.53, , N, 2.50, .33, .013, 1, 13, 69, 2.59, , N, 1.00, .50, .021, 0
CANDIDATE, POLITICIAN, YES, 146, 11, .075, 0.000, .0060, .0253, 4, 5, 3.0, 2, 17, 34, 5.53, , N, 2.50, .33, .013, 1, 17, 13, ¥, , N, 2.20, .20, .012, 1
CANDIDATE, ELECT, YES, 146, 4, .027, .011, .0020, .0536, 1, 5, 4.0, 3, 17, 34, 5.53, , N, 2.50, .33, .013, 1, 15, 8, 2.62, , V, 1.83, .17, .042, 1
CANDIDATE, RUN, YES, 146, 4, .027, 0.000, 0.0000, 0.0000, 1, 5, 0.0, 0, 17, 34, 5.53, , N, 2.50, .33, .013, 1, 10, 212, 4.51, , V, 1.00, .80, .353, 1
CANDIDATE, CONTESTANT, NO, 146, 3, .021, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 34, 5.53, , N, 2.50, .33, .013, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CANDIDATE, PERSON, YES, 146, 3, .021, 0.000, 0.0000, 0.0000, 0, 5, 0.0, 0, 17, 34, 5.53, , N, 2.50, .33, .013, 1, 14, 175, 6.51, , N, 1.85, .31, .081, 1
CANDIDATE, WINNER, YES, 146, 3, .021, 0.000, 0.0000, 0.0000, 1, 5, 0.0, 0, 17, 34, 5.53, , N, 2.50, .33, .013, 1, 10, 8, 4.08, , N, .50, .40, .319, 1
CANDIDATE, CAMPAIGN, YES, 146, 2, .014, .014, .0060, .0855, 4, 5, 6.0, 3, 17, 34, 5.53, , N, 2.50, .33, .013, 1, 15, 94, ¥, , N, 1.80, .33, .010, 1
CANDIDATE, COMPETITOR, NO, 146, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 34, 5.53, , N, 2.50, .33, .013, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CANDIDATE, CONTENDER, NO, 146, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 34, 5.53, , N, 2.50, .33, .013, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CANDIDATE, JERK, YES, 146, 2, .014, 0.000, 0.0000, 0.0000, 0, 5, 0.0, 0, 17, 34, 5.53, , N, 2.50, .33, .013, 1, 22, 2, 4.53, N, V, 1.15, .25, .007, 1
CANDIDATE, NOMINEE, NO, 146, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 34, 5.53, , N, 2.50, .33, .013, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CANDIDATE, REPRESENTATIVE, NO, 146, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 34, 5.53, , N, 2.50, .33, .013, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CANDIDATE, REPUBLICAN, YES, 146, 2, .014, 0.000, .0040, .0018, 1, 5, 1.0, 0, 17, 34, 5.53, , N, 2.50, .33, .013, 1, 9, 54, ¥, , ADJ, .29, .29, .299, 1
CANDIDATE, VOTE, YES, 146, 2, .014, .013, .0540, .0415, 3, 5, 6.0, 3, 17, 34, 5.53, , N, 2.50, .33, .013, 1, 21, 75, 3.85, , N, 2.39, .39, .108, 1
CANDLE, LIGHT, YES, 138, 40, .290, 0.000, .0070, 0.0000, 2, 0, 0.0, 0, 8, 18, 5.37, , N, 1.38, .50, .081, 1, 12, 333, 5.39, N, N, 1.27, .82, .361, 1
CANDLE, WAX, YES, 138, 28, .203, .166, 0.0000, 0.0000, 0, 0, 0.0, 0, 8, 18, 5.37, , N, 1.38, .50, .081, 1, 13, 14, 5.47, N, N, .50, .50, .043, 1
CANDLE, FLAME, YES, 138, 17, .123, .016, .0040, .0241, 3, 0, 2.0, 0, 8, 18, 5.37, , N, 1.38, .50, .081, 1, 14, 17, 5.81, , N, 2.67, .42, .031, 1
CANDLE, BURN, YES, 138, 11, .080, 0.000, .0110, .0129, 2, 0, 2.0, 0, 8, 18, 5.37, , N, 1.38, .50, .081, 1, 20, 15, 4.81, , V, 2.21, .32, .019, 1
CANDLE, STICK, YES, 138, 8, .058, 0.000, .0010, 0.0000, 1, 0, 0.0, 0, 8, 18, 5.37, , N, 1.38, .50, .081, 1, 24, 39, 6.00, N, N, 1.24, .33, .056, 1
CANDLE, WICK, YES, 138, 7, .051, .841, 0.0000, .0049, 0, 0, 2.0, 2, 8, 18, 5.37, , N, 1.38, .50, .081, 1, 3, 4, 5.45, , N, .67, .33, .043, 1
CANDLE, FIRE, YES, 138, 5, .036, 0.000, .0850, .0103, 3, 0, 2.0, 0, 8, 18, 5.37, , N, 1.38, .50, .081, 1, 18, 187, 6.13, N, N, 2.06, .63, .062, 1
CANDLE, LIT, YES, 138, 4, .029, .075, 0.0000, .0626, 0, 0, 3.0, 3, 8, 18, 5.37, , N, 1.38, .50, .081, 1, 15, 17, 4.23, , V, 2.00, .07, .002, 1
CANDY, SWEET, YES, 143, 48, .336, .162, .0260, .0057, 2, 0, 3.0, 1, 14, 16, 6.56, , N, 1.14, .43, .077, 1, 12, 70, 4.53, , AJ, 2.08, .67, .255, 1
CANDY, BAR, YES, 143, 15, .105, 0.000, .0050, 0.0000, 1, 0, 0.0, 0, 14, 16, 6.56, , N, 1.14, .43, .077, 1, 13, 82, 6.40, N, N, 2.23, .46, .013, 1
CANDY, CANE, YES, 143, 13, .091, .072, .0040, .0134, 1, 0, 1.0, 0, 14, 16, 6.56, , N, 1.14, .43, .077, 1, 14, 12, 6.93, N, N, 1.25, .33, .030, 1
CANDY, CHOCOLATE, YES, 143, 7, .049, .196, .0150, .0455, 2, 0, 3.0, 2, 14, 16, 6.56, , N, 1.14, .43, .077, 1, 17, 9, 5.72, , N, 1.82, .71, .078, 1
CANDY, GOOD, YES, 143, 7, .049, 0.000, .0100, 0.0000, 3, 0, 0.0, 0, 14, 16, 6.56, , N, 1.14, .43, .077, 1, 8, 807, 2.53, , AJ, .75, .75, .586, 1
CANDY, GUM, YES, 143, 7, .049, .081, 0.0000, 0.0000, 0, 0, 0.0, 0, 14, 16, 6.56, , N, 1.14, .43, .077, 1, 9, 14, 6.05, , N, 1.00, .56, .245, 1
CANDY, SUGAR, YES, 143, 7, .049, .024, .0460, .1527, 3, 0, 2.0, 0, 14, 16, 6.56, , N, 1.14, .43, .077, 1, 12, 34, 6.35, , N, 1.50, .75, .071, 1
CANDY, APPLE, YES, 143, 5, .035, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 14, 16, 6.56, , N, 1.14, .43, .077, 1, 17, 9, 7.00, , V, 1.82, .77, .090, 1
CANDY, CALORIES, YES, 143, 4, .028, 0.000, .0020, .0071, 1, 0, 2.0, 1, 14, 16, 6.56, , N, 1.14, .43, .077, 1, 11, 7, ¥, , N, 1.00, .10, .001, 1
CANDY, FATTENING, YES, 143, 3, .021, .039, 0.0000, .0079, 1, 0, 3.0, 2, 14, 16, 6.56, , N, 1.14, .43, .077, 1, 20, 2, ¥, , V, 2.18, .12, .002, 1
CANDY, STORE, YES, 143, 3, .021, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 14, 16, 6.56, , N, 1.14, .43, .077, 1, 17, 74, 5.44, N, N, 1.75, .56, .109, 1
CANDY, BABY, YES, 143, 2, .014, 0.000, .0030, .0030, 1, 0, 1.0, 0, 14, 16, 6.56, , N, 1.14, .43, .077, 1, 19, 62, 5.77, , N, 2.05, .63, .140, 1
CANDY, CHILD, YES, 143, 2, .014, 0.000, .0030, .0028, 1, 0, 1.0, 0, 14, 16, 6.56, , N, 1.14, .43, .077, 1, 15, 213, 5.72, , N, 2.60, .53, .163, 1
CANDY, JUNK, YES, 143, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 14, 16, 6.56, , N, 1.14, .43, .077, 1, 19, 8, 5.43, T, N, 1.37, .37, .014, 1
CANE, SUGAR, YES, 139, 38, .273, .079, .0040, .0017, 1, 2, 1.0, 0, 14, 12, 6.93, N, N, 1.25, .33, .030, 1, 12, 34, 6.35, , N, 1.50, .75, .071, 1
CANE, OLD, YES, 139, 25, .180, 0.000, .0270, .0005, 2, 2, 1.0, 1, 14, 12, 6.93, N, N, 1.25, .33, .030, 1, 9, 660, 3.41, , AJ, .38, .75, .532, 1
CANE, CANDY, YES, 139, 10, .072, .091, .0070, .0134, 2, 2, 1.0, 0, 14, 12, 6.93, N, N, 1.25, .33, .030, 1, 14, 16, 6.56, , N, 1.14, .43, .077, 1
CANE, ABLE, YES, 139, 7, .050, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 14, 12, 6.93, N, N, 1.25, .33, .030, 1, 15, 216, 2.91, , AJ, 1.12, .50, .098, 0
CANE, CRUTCH, YES, 139, 5, .036, .042, 0.0000, .0040, 0, 2, 5.0, 4, 14, 12, 6.93, N, N, 1.25, .33, .030, 1, 21, 1, 5.70, , N, 1.84, .05, .002, 0
CANE, ELDERLY, YES, 139, 5, .036, 0.000, .0010, .1265, 1, 2, 1.0, 1, 14, 12, 6.93, N, N, 1.25, .33, .030, 1, 9, 13, ¥, , AJ, 1.14, 0.00, 0.000, 0
CANE, LIMP, YES, 139, 5, .036, 0.000, .0010, .0012, 1, 2, 1.0, 1, 14, 12, 6.93, N, N, 1.25, .33, .030, 1, 22, 12, 4.64, T, V, 1.38, 0.00, 0.000, 0
CANE, WOOD, YES, 139, 5, .036, 0.000, .0020, 0.0000, 2, 2, 0.0, 0, 14, 12, 6.93, N, N, 1.25, .33, .030, 1, 26, 55, 5.81, , N, 1.73, .50, .029, 1
CANE, STICK, YES, 139, 4, .029, 0.000, 0.0000, .0026, 1, 2, 2.0, 2, 14, 12, 6.93, N, N, 1.25, .33, .030, 1, 24, 39, 6.00, N, N, 1.24, .33, .056, 1
CANE, WALK, YES, 139, 4, .029, 0.000, .0020, 0.0000, 2, 2, 0.0, 0, 14, 12, 6.93, N, N, 1.25, .33, .030, 1, 12, 100, 4.28, , V, 1.00, .67, .237, 0
CANE, CRIPPLE, NO, 139, 3, .022, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 14, 12, 6.93, N, N, 1.25, .33, .030, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CANE, MIAMI, NO, 139, 3, .022, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 14, 12, 6.93, N, N, 1.25, .33, .030, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CANE, MAN, YES, 139, 2, .014, 0.000, .0060, 0.0000, 1, 2, 0.0, 0, 14, 12, 6.93, N, N, 1.25, .33, .030, 1, 9, 1207, 6.14, , N, .56, .67, .402, 1
CANE, WALKER, YES, 139, 2, .014, .047, 0.0000, .0176, 0, 2, 3.0, 2, 14, 12, 6.93, N, N, 1.25, .33, .030, 1, 23, 17, ¥, T, N, .79, .14, .005, 0
CANNON, BALL, YES, 148, 29, .196, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 16, 7, 6.00, , N, .88, 0.00, 0.000, 1, 17, 110, 6.08, N, N, 1.76, .65, .131, 1
CANNON, GUN, YES, 148, 20, .135, 0.000, .0320, .0074, 3, 0, 3.0, 1, 16, 7, 6.00, , N, .88, 0.00, 0.000, 1, 18, 118, 6.08, G, N, 2.24, .59, .286, 1
CANNON, WAR, YES, 148, 19, .128, 0.000, .0060, .0045, 2, 0, 2.0, 1, 16, 7, 6.00, , N, .88, 0.00, 0.000, 1, 19, 464, 4.73, , N, 2.18, .24, .128, 1
CANNON, FIRE, YES, 148, 6, .041, 0.000, .0070, 0.0000, 3, 0, 0.0, 0, 16, 7, 6.00, , N, .88, 0.00, 0.000, 1, 18, 187, 6.13, N, N, 2.06, .63, .062, 1
CANNON, BOMB, YES, 148, 5, .034, 0.000, .0010, .0168, 1, 0, 3.0, 2, 16, 7, 6.00, , N, .88, 0.00, 0.000, 1, 17, 36, 5.91, , N, 1.50, .63, .131, 1
CANNON, CAMERA, YES, 148, 5, .034, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 16, 7, 6.00, , N, .88, 0.00, 0.000, 1, 8, 36, 6.23, , N, .71, .71, .060, 1
CANNON, LOUD, YES, 148, 5, .034, 0.000, .0010, 0.0000, 2, 0, 0.0, 0, 16, 7, 6.00, , N, .88, 0.00, 0.000, 1, 11, 20, 3.93, , AJ, 1.78, .78, .152, 1
CANNON, WEAPON, YES, 148, 5, .034, 0.000, .0030, .0861, 1, 0, 2.0, 1, 16, 7, 6.00, , N, .88, 0.00, 0.000, 1, 7, 42, 6.38, , N, 1.57, .29, .015, 1
CANNON, SHIP, YES, 148, 3, .020, 0.000, .0030, 0.0000, 1, 0, 0.0, 0, 16, 7, 6.00, , N, .88, 0.00, 0.000, 1, 9, 83, 6.25, N, N, 2.22, .44, .085, 1
CANNON, SHOOT, YES, 148, 3, .020, 0.000, .0330, .0572, 1, 0, 2.0, 1, 16, 7, 6.00, , N, .88, 0.00, 0.000, 1, 12, 27, 4.35, N, V, 2.17, .33, .108, 1
CANNON, BIG, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 16, 7, 6.00, , N, .88, 0.00, 0.000, 1, 9, 360, 2.83, , AJ, 1.44, .67, .293, 1
CANNON, BLACK, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 16, 7, 6.00, , N, .88, 0.00, 0.000, 1, 10, 203, 4.66, , AJ, .50, .50, .381, 1
CANNON, DEEP, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 16, 7, 6.00, , N, .88, 0.00, 0.000, 1, 13, 109, 3.96, T, AJ, 1.85, .31, .128, 1
CANNON, PIRATE, YES, 148, 2, .014, 0.000, 0.0000, .0044, 0, 0, 1.0, 1, 16, 7, 6.00, , N, .88, 0.00, 0.000, 1, 20, 4, ¥, , N, .80, .20, .002, 1
CANNON, PRINTER, YES, 148, 2, .014, 0.000, 0.0000, .0004, 0, 0, 1.0, 1, 16, 7, 6.00, , N, .88, 0.00, 0.000, 1, 15, 18, ¥, , N, 1.57, .29, .019, 1
CANNON, ROCKS, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 16, 7, 6.00, , N, .88, 0.00, 0.000, 1, 20, 23, 6.03, G, N, 1.56, .06, .003, 0
CANOE, BOAT, YES, 119, 51, .429, .016, .0780, .0434, 4, 0, 2.0, 1, 8, 7, 6.50, , N, 2.12, .50, .020, 1, 16, 72, 6.33, , N, 1.62, .63, .201, 1
CANOE, WATER, YES, 119, 14, .118, 0.000, .1710, .0020, 3, 0, 1.0, 0, 8, 7, 6.50, , N, 2.12, .50, .020, 1, 18, 442, 6.27, , N, 2.00, .94, .146, 1
CANOE, PADDLE, YES, 119, 10, .084, .088, .0030, .1332, 2, 0, 4.0, 2, 8, 7, 6.50, , N, 2.12, .50, .020, 1, 14, 1, 5.98, , N, 2.08, .33, .019, 1
CANOE, INDIAN, YES, 119, 9, .076, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 8, 7, 6.50, , N, 2.12, .50, .020, 1, 17, 52, 6.18, , N, .36, .50, .118, 1
CANOE, RIVER, YES, 119, 9, .076, .055, 0.0000, .0325, 0, 0, 3.0, 3, 8, 7, 6.50, , N, 2.12, .50, .020, 1, 20, 165, 5.83, , N, 2.29, .35, .080, 1
CANOE, ROW, YES, 119, 5, .042, 0.000, .0150, .3177, 3, 0, 2.0, 0, 8, 7, 6.50, , N, 2.12, .50, .020, 1, 9, 35, 4.77, N, N, .25, .38, .023, 1
CANOE, SWIM, YES, 119, 4, .034, 0.000, .0090, .0366, 3, 0, 2.0, 0, 8, 7, 6.50, , N, 2.12, .50, .020, 1, 19, 15, 4.85, G, V, 1.94, .69, .076, 1
CANOE, OAR, YES, 119, 3, .025, .043, .0100, .3104, 2, 0, 3.0, 1, 8, 7, 6.50, , N, 2.12, .50, .020, 1, 5, 0, 5.68, , N, 1.80, .60, .014, 1
CANVAS, TENT, YES, 153, 30, .196, 0.000, 0.0000, .0002, 0, 1, 1.0, 1, 16, 19, ¥, , N, 1.33, .20, .003, 1, 15, 20, 5.79, , N, 1.14, .36, .063, 1
CANVAS, SHOES, YES, 153, 19, .124, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 16, 19, ¥, , N, 1.33, .20, .003, 1, 12, 44, 6.63, , N, 1.22, .44, .259, 0
CANVAS, PAINT, YES, 153, 18, .118, 0.000, .0150, .0014, 4, 1, 2.0, 0, 16, 19, ¥, , N, 1.33, .20, .003, 1, 16, 37, 5.73, , N, 1.62, .56, .029, 1
CANVAS, PAINTING, YES, 153, 17, .111, .014, .0040, .0178, 1, 1, 4.0, 3, 16, 19, ¥, , N, 1.33, .20, .003, 1, 18, 59, 6.18, , N, 3.00, .53, .036, 1
CANVAS, TARP, NO, 153, 8, .052, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 16, 19, ¥, , N, 1.33, .20, .003, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CANVAS, ART, YES, 153, 6, .039, .027, .0340, .0281, 3, 1, 2.0, 1, 16, 19, ¥, , N, 1.
